bcsid,bd9totce,bd9hnvq,bd9ms,bd9partp,b9groa,b9cns8,b9ten,b9cmsex,hinvq00,wm1,wm2,wm3,wm4,wm5,c1,c2,c3,c4,b11sex,bd11nochh,bd1psoc,bd1mage,bd1agefb,bd1cntry,bd1regn,a0166,bd3read,bd3maths,bd3psoc,bd3inc,bd4read,bd4psoc,bd4mal,mathscore,y,d,sex_raw,female,soc_birth,soc_10,soc_16,mage,mage_fb,parity,birth_order,read_10_z,math_10_z,cog_10,vocab_16_z,math_16_z,cog_16,inc_10,malaise_16,m_trad_gender,m_profamily,m_earnings,m_log_earn,m_partner
B15268K,1,4,2,1,NA,2,2,2,4,3,4,3,4,4,5,2,2,4,NA,NA,6,25,23,3,10,0,NA,57,5,1,NA,5,-2,NA,1,4,2,1,0,1,1,25,23,0,1,NA,0.9765733314243833,NA,NA,NA,NA,1,-2,3.3333333333333335,3.5,NA,NA,1
B15270D,2,5,2,1,1800,2,2,2,4,4,4,2,4,5,4,1,3,3,NA,NA,5,23,23,1,7,0,NA,NA,3,4,NA,3,-2,NA,2,4,2,1,1,3,3,23,23,0,1,NA,NA,NA,NA,NA,NA,4,-2,3.3333333333333335,3.5,1800,7.496097345175956,1
B15272F,0,2,2,1,12500,5,3,2,2,3,3,3,3,5,3,2,4,3,2,0,5,25,22,1,3,1,NA,NA,3,8,NA,3,18,NA,0,2,2,1,1,3,3,25,22,1,2,NA,NA,NA,NA,NA,NA,8,18,3,3.5,12500,9.433563920090563,1
B15274H,2,4,2,1,4000,2,2,1,3,4,4,3,3,4,5,2,3,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,-2,NA,2,3,1,0,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,-2,3.6666666666666665,4,4000,8.294299608857235,1
B15277L,0,5,8,NA,2600,1.2,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,22,19,1,5,1,-0.76,50,4,1,NA,NA,NA,NA,0,4,1,0,0,2,NA,22,19,1,2,-0.9339077834429665,0.38616928705883924,-0.27386924819206365,NA,NA,NA,1,NA,NA,NA,2600,7.8636512654486515,NA
B15278M,2,4,2,1,71000,2,2,1,4,2,3,3,3,3,2,2,2,3,1,2,5,30,30,1,6,0,0.84,49,5,2,NA,NA,NA,NA,2,4,1,0,1,1,NA,30,30,0,1,0.7299728184870542,0.3018258521494758,0.515899335318265,NA,NA,NA,2,NA,2.6666666666666665,2,71000,11.170449240431308,1
B15284K,0,4,2,1,NA,4,4,2,4,5,5,2,3,5,5,1,1,5,2,0,6,30,25,1,5,1,1.71,69,4,3,1.91,4,4,56,0,4,2,1,0,2,2,30,25,1,2,1.634707895786503,1.9886945503367446,1.8117012230616238,1.9020713359388202,1.601172991680419,1.7516221638096194,3,4,4,3,NA,NA,1
B15286M,2,5,2,1,NA,2,2,2,4,2,3,3,4,5,4,2,2,3,NA,NA,5,23,23,1,7,0,0.28,40,3,3,0.57,3,8,40,2,4,2,1,1,3,3,23,23,0,1,0.147614607811547,-0.4572650620347951,-0.15482522711162405,0.5264956983584673,0.20112252767127087,0.36380911301486907,3,8,2.6666666666666665,3,NA,NA,1
B15287N,1,4,2,1,35000,2,2,2,4,4,4,2,3,4,4,2,2,2,2,0,5,23,23,1,5,0,1.39,63,3,4,0.49,NA,6,51,1,4,2,1,1,3,NA,23,23,0,1,1.3019317754004989,1.482633940880564,1.3922828581405313,0.44437177969695374,1.1636572216775602,0.804014500687257,4,6,3.3333333333333335,3,35000,10.463131911491967,1
B15291J,1,3,2,1,600,7,2,1,3,4,4,2,2,5,4,2,3,4,1,1,5,24,22,3,10,1,0.36,59,3,2,NA,3,-2,NA,1,3,1,0,1,3,3,24,22,1,2,0.230808637908048,1.1452602012431101,0.6880344195755791,NA,NA,NA,2,-2,3.3333333333333335,3.5,600,6.398594934535208,1
B15292K,0,2,8,3,22500,2,2,2,2,5,5,1,3,5,4,1,3,5,2,0,5,33,27,1,2,2,0.6,62,NA,6,NA,NA,-2,NA,0,2,2,1,1,NA,NA,33,27,2,3,0.4803907281975511,1.3982905059712005,0.9393406170843758,NA,NA,NA,6,-2,3.6666666666666665,3.5,22500,10.021315031649332,0
B15293L,2,3,2,1,NA,2,2,1,3,4,4,3,3,4,4,2,4,3,1,2,5,26,22,3,10,2,0.84,46,5,0,NA,NA,NA,NA,2,3,1,0,1,1,NA,26,22,2,3,0.7299728184870542,0.0487955474213855,0.38938418295421984,NA,NA,NA,0,NA,3.6666666666666665,4,NA,NA,1
B15294M,2,2,2,1,17000,3,2,2,2,4,2,2,3,4,3,3,3,4,2,1,5,18,17,3,10,1,NA,NA,4,5,NA,NA,-2,NA,2,2,2,1,1,2,NA,18,17,1,2,NA,NA,NA,NA,NA,NA,5,-2,2.6666666666666665,3,17000,9.741027444837728,1
B15296P,1,2,8,3,NA,9,2,2,2,4,3,3,3,4,4,1,4,4,NA,NA,5,27,19,3,10,4,-0.44,44,1,4,-1.65,0,23,21,1,2,2,1,1,5,6,27,19,4,5,-0.6011316630569623,-0.11989132239734138,-0.36051149272715183,-1.752443044498535,-1.4614373983395925,-1.6069402214190638,4,23,3.3333333333333335,4,NA,NA,0
B15297Q,3,4,2,1,1514,2,1,2,4,4,4,4,4,4,4,2,4,4,2,3,8,25,25,1,5,0,1.24,47,6,1,1.12,6,7,54,3,4,2,1,-2,0,0,25,25,0,1,1.1459429689695595,0.13313898233074895,0.6395409756501542,1.0910976391563734,1.4261666836792755,1.2586321614178244,1,7,4,4,1514,7.323170717943469,1
B15300S,1,3,2,1,41000,2,2,1,3,4,4,3,3,4,4,2,4,4,1,1,6,30,21,3,10,1,1.63,55,4,4,NA,NA,NA,NA,1,3,1,0,0,2,NA,30,21,1,2,1.5515138656900018,0.8078864616056565,1.179700163647829,NA,NA,NA,4,NA,3.6666666666666665,4,41000,10.62135173563291,1
B15303V,2,4,2,1,35500,1.2,2,1,4,2,4,4,4,4,4,2,4,4,1,2,6,27,27,1,2,0,-1.96,38,5,1,NA,5,-2,NA,2,4,1,0,0,1,1,27,27,0,1,-2.181818234890482,-0.625951931853522,-1.403885083372002,NA,NA,NA,1,-2,3.3333333333333335,4,35500,10.477316144080852,1
B15305X,0,0,8,NA,13000,7,5,1,0,5,4,2,2,4,4,2,3,4,1,0,5,36,26,1,2,2,NA,NA,3,4,NA,NA,NA,NA,0,0,1,0,1,3,NA,36,26,2,3,NA,NA,NA,NA,NA,NA,4,NA,3.6666666666666665,3.5,13000,9.472781556562168,NA
B15307Z,2,4,2,1,3402,1.1,2,1,4,1,1,5,5,1,3,1,5,2,1,2,5,25,22,1,5,1,NA,39,5,3,NA,NA,-2,NA,2,4,1,0,1,1,NA,25,22,1,2,NA,-0.5416084969441586,NA,NA,NA,NA,3,-2,2.3333333333333335,4,3402,8.132412674500905,1
B15309B,2,4,2,1,5000,1.1,1,1,4,4,4,2,3,3,4,2,4,4,1,2,6,32,32,1,5,0,NA,NA,NA,NA,NA,NA,-2,NA,2,4,1,0,0,NA,NA,32,32,0,1,NA,NA,NA,NA,NA,NA,NA,-2,3.3333333333333335,4,5000,8.517393171418904,1
B15310U,2,1,2,1,NA,4,2,1,1,1,2,2,4,4,4,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,3,-2,NA,2,1,1,0,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,-2,1.6666666666666667,3.5,NA,NA,1
B15312W,3,3,2,1,NA,9,NA,1,3,4,4,3,4,4,4,2,4,4,NA,NA,6,20,16,1,5,1,NA,NA,5,NA,NA,NA,NA,NA,3,3,1,0,0,1,NA,20,16,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3.6666666666666665,4,NA,NA,1
B15315Z,0,2,2,NA,NA,8,5,1,2,3,3,3,3,5,3,2,3,3,NA,NA,5,31,31,2,9,0,0.12,42,3,4,NA,NA,NA,NA,0,2,1,0,1,3,NA,31,31,0,1,-0.018773452381455096,-0.28857819221606823,-0.15367582229876167,NA,NA,NA,4,NA,3,3,NA,NA,NA
B15318C,3,2,2,1,9500,6,2,2,2,4,4,2,3,2,4,3,4,3,NA,NA,7,22,21,1,8,1,-1.88,26,5,3,NA,NA,-2,NA,3,2,2,1,-1,1,NA,22,21,1,2,-2.098624204793981,-1.6380731507658832,-1.868348677779932,NA,NA,NA,3,-2,3.3333333333333335,4,9500,9.15915233520675,1
B15320W,5,4,3,NA,560,3,4,2,1,4,4,4,4,4,2,2,2,2,2,1,5,32,21,1,4,3,NA,NA,3,3,NA,NA,-2,NA,5,1,2,1,1,3,NA,32,21,3,4,NA,NA,NA,NA,NA,NA,3,-2,4,2,560,6.329720905522696,NA
B15324A,2,5,2,1,28000,2,2,2,5,4,4,3,3,5,4,2,2,4,2,2,7,25,24,1,8,0,0.76,58,5,2,1.12,6,8,NA,2,4,2,1,-1,1,0,25,24,0,1,0.6467787883905531,1.0609167663337467,0.8538477773621499,1.0910976391563734,NA,NA,2,8,3.6666666666666665,3,28000,10.239995502805316,1
B15326C,0,2,2,1,28000,2,2,1,2,2,2,2,3,3,5,1,3,2,NA,NA,5,31,27,1,5,1,-0.2,54,6,0,-0.39,3,4,41,0,2,1,0,1,0,3,31,27,1,2,-0.3515495727674592,0.723543026696293,0.1859967269644169,-0.45899132557969585,0.2886256816718426,-0.08518282195392662,0,4,2,4,28000,10.239995502805316,1
B15328E,2,5,2,1,3498,2,2,1,5,2,2,4,4,4,3,1,2,4,1,2,6,21,21,1,2,0,NA,NA,5,4,NA,6,4,41,2,4,1,0,0,1,0,21,21,0,1,NA,NA,NA,NA,0.2886256816718426,NA,4,4,2.6666666666666665,2.5,3498,8.160232492367689,1
B15333B,4,2,2,1,NA,4,2,1,2,4,2,2,2,4,3,1,1,3,1,2,5,24,22,1,8,1,0.52,46,3,NA,NA,5,-2,NA,4,2,1,0,1,3,1,24,22,1,2,0.39719669810105007,0.0487955474213855,0.22299612276121777,NA,NA,NA,NA,-2,2.6666666666666665,2,NA,NA,1
B15338G,2,4,2,1,6500,2,2,1,4,4,3,3,3,4,4,1,3,4,1,2,4,23,21,1,5,1,-0.52,40,3,NA,NA,NA,NA,NA,2,4,1,0,2,3,NA,23,21,1,2,-0.6843256931534634,-0.4572650620347951,-0.5707953775941292,NA,NA,NA,NA,NA,3.3333333333333335,3.5,6500,8.77971129020447,1
B15339H,0,4,2,1,40000,1.2,1,2,4,2,3,4,3,5,5,1,3,5,2,0,5,30,26,1,7,1,1.31,62,3,3,0.41,3,7,55,0,4,2,1,1,3,3,30,26,1,2,1.218737745303998,1.3982905059712005,1.3085141256375992,0.36224786103544016,1.5136698376798472,0.9379588493576436,3,7,3,4,40000,10.596659732783579,1
B15340A,3,4,2,1,NA,4,2,1,4,4,2,3,5,5,5,1,2,3,1,3,8,28,24,1,7,1,0.76,56,6,0,NA,6,-2,NA,3,4,1,0,-2,0,0,28,24,1,2,0.6467787883905531,0.8922298965150198,0.7695043424527865,NA,NA,NA,0,-2,3,3.5,NA,NA,1
B15341B,2,3,2,1,NA,4,2,1,3,3,2,3,3,4,2,2,1,3,1,1,4,34,17,1,6,6,0.04,44,3,4,NA,NA,NA,30,2,3,1,0,2,3,NA,34,17,6,7,-0.10196748247795612,-0.11989132239734138,-0.11092940243764875,NA,-0.6739090123344468,NA,4,NA,2.6666666666666665,1.5,NA,NA,1
B15342C,4,4,2,1,1011,2,1,2,4,4,2,4,4,5,2,2,4,2,2,4,6,31,18,1,2,4,-0.04,42,3,3,NA,3,-2,NA,4,4,2,1,0,3,3,31,18,4,5,-0.18516151257445718,-0.28857819221606823,-0.2368698523952627,NA,NA,NA,3,-2,3.3333333333333335,3,1011,6.919683849847411,1
B15343D,2,4,2,1,26975,2,2,1,4,3,1,3,3,3,4,2,4,3,NA,NA,4,32,32,1,2,0,NA,NA,1,3,NA,NA,NA,NA,2,4,1,0,2,5,NA,32,32,0,1,NA,NA,NA,NA,NA,NA,3,NA,2.3333333333333335,4,26975,10.202702860801582,1
B15346G,1,4,8,NA,150,7,4,2,4,3,3,3,3,4,2,3,4,3,2,0,4,16,16,2,9,0,-1.72,24,3,4,NA,3,-2,NA,1,4,2,1,2,3,3,16,16,0,1,-1.9322361446009788,-1.8067600205846102,-1.8694980825927945,NA,NA,NA,4,-2,3,3,150,5.017279836814924,NA
B15347H,0,3,2,1,19100,3,2,2,2,3,3,4,4,4,3,2,2,3,2,0,4,28,19,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,1,2,NA,NA,28,19,1,2,NA,NA,NA,NA,NA,NA,NA,NA,3.3333333333333335,2.5,19100,9.857495968685136,1
B15349K,3,4,8,NA,1866,1.2,2,2,4,5,2,1,3,4,4,2,4,3,2,1,5,21,20,1,3,1,0.2,44,NA,3,NA,1,-2,NA,3,4,2,1,1,NA,5,21,20,1,2,0.06442057771504596,-0.11989132239734138,-0.02773537234114771,NA,NA,NA,3,-2,2.6666666666666665,4,1866,7.532088143541722,NA
B15350C,0,5,2,1,7450,1.1,4,1,4,5,5,3,4,5,4,1,4,2,1,2,8,27,27,1,5,0,1.24,54,6,0,1.6,6,11,NA,0,4,1,0,-2,0,0,27,27,0,1,1.1459429689695595,0.723543026696293,0.9347429978329262,1.583841151125455,NA,NA,0,11,4.333333333333333,4,7450,8.916103530553727,1
B15352E,0,2,8,3,662,5,2,1,2,3,4,3,3,3,4,1,2,5,1,2,5,23,23,1,7,0,NA,39,6,3,NA,5,10,33,0,2,1,0,1,0,1,23,23,0,1,NA,-0.5416084969441586,NA,NA,-0.41139955033273146,NA,3,10,3.3333333333333335,3,662,6.4967749901858625,0
B15354G,8,1,2,1,NA,9,4,2,1,2,2,3,3,4,3,1,4,3,NA,NA,7,33,22,1,5,2,1.08,33,3,4,0.49,5,8,27,8,1,2,1,-1,3,1,33,22,2,3,0.9795549087765574,-1.0476691064003392,-0.034057098811890896,0.44437177969695374,-0.936418474336162,-0.24602334731960412,4,8,2.3333333333333335,3.5,NA,NA,1
B15355H,1,2,8,NA,NA,4,2,1,2,4,4,3,4,4,2,2,3,4,1,1,5,20,20,1,7,0,0.52,43,3,1,NA,NA,-2,NA,1,2,1,0,1,3,NA,20,20,0,1,0.39719669810105007,-0.20423475730670482,0.09648097039717263,NA,NA,NA,1,-2,3.6666666666666665,2.5,NA,NA,NA
B15358L,3,4,2,1,767,3,2,2,4,4,5,1,4,5,5,1,2,5,2,3,5,26,26,1,8,0,1,53,6,2,NA,NA,-2,NA,3,4,2,1,1,0,NA,26,26,0,1,0.8963608786800562,0.6391995917869295,0.7677802352334928,NA,NA,NA,2,-2,3.3333333333333335,3.5,767,6.643789733147672,1
B15362G,1,2,1,3,35300,7,7,1,2,3,2,3,3,4,4,1,3,3,1,0,7,21,21,1,2,0,NA,NA,3,3,-0.94,5,12,30,1,2,1,0,-1,3,1,21,21,0,1,NA,NA,NA,-1.0235932663776017,-0.6739090123344468,-0.8487511393560243,3,12,2.6666666666666665,3.5,35300,10.471666571132038,0
B15366L,2,2,2,1,NA,4,2,1,2,3,3,3,4,5,4,2,3,4,1,2,6,22,20,1,2,1,0.44,53,4,4,NA,NA,NA,NA,2,2,1,0,0,2,NA,22,20,1,2,0.31400266800454907,0.6391995917869295,0.47660112989573933,NA,NA,NA,4,NA,3,3.5,NA,NA,1
B15367M,2,4,2,1,52000,2,2,1,3,4,4,2,2,5,4,2,4,4,1,2,5,20,16,3,10,1,0.2,50,3,4,NA,5,-2,NA,2,3,1,0,1,3,1,20,16,1,2,0.06442057771504596,0.38616928705883924,0.2252949323869426,NA,NA,NA,4,-2,3.3333333333333335,4,52000,10.859018228147887,1
B15368N,1,3,1,3,2147,5,3,1,3,2,2,4,4,3,3,2,3,2,NA,NA,6,24,17,1,5,1,NA,NA,5,2,-1.18,5,NA,20,1,3,1,0,0,1,1,24,17,1,2,NA,NA,NA,-1.2699650223621426,-1.5489405523401643,-1.4094527873511535,2,NA,2.6666666666666665,3,2147,7.672292455628756,0
B15369P,2,5,2,1,2048,2,2,2,5,3,4,3,3,4,2,1,2,2,2,2,7,26,26,1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,1,-1,NA,NA,26,26,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3.3333333333333335,2,2048,7.6251071482389,1
B15374L,2,5,2,1,3063,2,2,2,5,4,4,2,3,5,5,1,2,5,2,2,5,20,20,1,5,0,1.08,59,6,3,1.75,5,8,NA,2,4,2,1,1,0,1,20,20,0,1,0.9795549087765574,1.1452602012431101,1.0624075550098337,1.737823498615793,NA,NA,3,8,3.3333333333333335,3.5,3063,8.027476530860483,1
B15375M,1,2,8,NA,NA,8,4,1,2,4,4,2,2,4,1,4,3,2,NA,NA,3,26,21,1,8,1,-1.32,26,1,3,NA,NA,NA,NA,1,2,1,0,3,5,NA,26,21,1,2,-1.5162659941184737,-1.6380731507658832,-1.5771695724421786,NA,NA,NA,3,NA,3.3333333333333335,2,NA,NA,NA
B15376N,2,4,8,3,54000,1.2,2,1,4,2,2,3,4,3,5,1,3,4,1,0,4,19,19,1,6,0,NA,65,4,2,NA,5,-2,NA,2,4,1,0,2,2,1,19,19,0,1,NA,1.6513208106992907,NA,NA,NA,NA,2,-2,2.3333333333333335,4,54000,10.896757843893464,0
B15377P,2,0,2,1,195,6,2,2,0,4,4,1,4,5,2,4,4,1,2,0,4,26,26,1,3,0,-1.32,32,3,2,-1.42,3,6,27,2,0,2,1,2,3,3,26,26,0,1,-1.5162659941184737,-1.1320125413097026,-1.3241392677140882,-1.5163367783466835,-0.936418474336162,-1.2263776263414228,2,6,3,3,195,5.278114659230517,1
B15379R,0,3,3,NA,2680,5,1,1,2,3,5,3,3,4,2,1,2,3,1,0,4,22,17,1,2,1,NA,39,3,3,NA,NA,NA,NA,0,2,1,0,2,3,NA,22,17,1,2,NA,-0.5416084969441586,NA,NA,NA,NA,3,NA,3.6666666666666665,2,2680,7.893945138235959,NA
B15380J,3,4,2,1,NA,4,NA,1,4,4,3,3,3,5,4,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,3,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,3.3333333333333335,3,NA,NA,1
B15381K,2,3,2,1,500,6,2,1,2,4,3,2,3,3,2,2,2,3,1,2,4,24,24,1,8,0,-0.36,43,3,3,NA,3,-2,NA,2,2,1,0,2,3,3,24,24,0,1,-0.5179376329604614,-0.20423475730670482,-0.3610861951335831,NA,NA,NA,3,-2,3,2,500,6.2166061010848646,1
B15386Q,2,4,2,1,43000,2,2,1,4,4,4,3,3,5,3,2,2,4,NA,NA,6,29,21,1,5,2,1.39,55,4,3,NA,NA,-2,NA,2,4,1,0,0,2,NA,29,21,2,3,1.3019317754004989,0.8078864616056565,1.0549091185030777,NA,NA,NA,3,-2,3.6666666666666665,2.5,43000,10.668978650219241,1
B15389T,0,4,2,1,25750,5,2,1,2,4,4,3,3,5,4,2,3,3,1,0,4,17,17,3,10,0,0.44,50,3,4,NA,4,-2,NA,0,2,1,0,2,3,2,17,17,0,1,0.31400266800454907,0.38616928705883924,0.3500859775316941,NA,NA,NA,4,-2,3.6666666666666665,3.5,25750,10.156228740289281,1
B15392N,2,4,2,1,33500,6,2,1,4,5,4,2,2,4,1,2,2,2,NA,NA,5,27,20,1,2,3,0.76,50,1,3,NA,NA,-2,NA,2,4,1,0,1,5,NA,27,20,3,4,0.6467787883905531,0.38616928705883924,0.5164740377246961,NA,NA,NA,3,-2,3.6666666666666665,1.5,33500,10.419330568113901,1
B15394Q,2,2,2,1,5325,7,4,2,2,3,3,3,4,4,4,4,2,1,2,0,5,23,19,1,2,2,-0.92,33,3,3,NA,NA,NA,NA,2,2,2,1,1,3,NA,23,19,2,3,-1.1002958436359687,-1.0476691064003392,-1.073982475018154,NA,NA,NA,3,NA,3,3,5325,8.580355766373877,1
B15400V,2,4,2,1,17000,2,2,2,4,4,4,3,3,4,4,1,4,4,2,1,5,29,29,1,1,0,1.24,57,3,3,0.57,3,8,39,2,4,2,1,1,3,3,29,29,0,1,1.1459429689695595,0.9765733314243833,1.0612581501969713,0.5264956983584673,0.1136193736706991,0.3200575360145832,3,8,3.6666666666666665,4,17000,9.741027444837728,1
B15401W,2,0,8,3,NA,4,2,1,0,3,3,3,3,3,4,2,2,3,NA,NA,7,32,25,1,3,2,-0.12,40,5,1,NA,5,-2,NA,2,0,1,0,-1,1,1,32,25,2,3,-0.26835554267095824,-0.4572650620347951,-0.3628103023528767,NA,NA,NA,1,-2,3,3,NA,NA,0
B15404Z,2,1,8,NA,34500,1.1,4,1,0,5,3,3,3,3,4,3,2,3,NA,NA,4,25,20,1,3,2,NA,NA,1,4,NA,NA,-2,NA,2,0,1,0,2,5,NA,25,20,2,3,NA,NA,NA,NA,NA,NA,4,-2,3.6666666666666665,3,34500,10.448743588106625,NA
B15407C,2,5,3,NA,5058,1.2,2,2,5,5,5,2,3,5,2,2,5,3,2,1,5,31,21,1,8,1,0.6,49,3,3,-0.54,3,10,50,2,4,2,1,1,3,3,31,21,1,2,0.4803907281975511,0.3018258521494758,0.39110829017351345,-0.6129736730700339,1.0761540676769885,0.2315901973034773,3,10,4,3.5,5058,8.528924114291936,NA
B15408D,3,2,2,1,NA,4,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,23,19,1,5,2,NA,NA,3,3,NA,3,-2,NA,3,2,1,0,1,3,3,23,19,2,3,NA,NA,NA,NA,NA,NA,3,-2,NA,NA,NA,NA,1
B15409E,3,2,2,1,43000,3,4,1,2,2,4,3,4,4,4,2,4,4,1,0,6,28,26,1,8,1,0.76,46,5,1,NA,5,-2,NA,3,2,1,0,0,1,1,28,26,1,2,0.6467787883905531,0.0487955474213855,0.3477871679059693,NA,NA,NA,1,-2,3,4,43000,10.668978650219241,1
B15410X,2,2,2,1,234,7,2,2,2,2,2,3,3,2,4,2,2,4,2,0,5,27,21,1,7,1,-0.52,36,3,4,NA,NA,NA,NA,2,2,2,1,1,3,NA,27,21,1,2,-0.6843256931534634,-0.7946388016722489,-0.7394822474128562,NA,NA,NA,4,NA,2.3333333333333335,3,234,5.459585514144159,1
B15414B,2,1,2,1,1150,6,2,1,1,3,3,2,2,5,3,2,2,2,1,2,5,20,18,2,9,1,0.44,57,3,4,0.41,3,7,NA,2,1,1,0,1,3,3,20,18,1,2,0.31400266800454907,0.9765733314243833,0.6452879997144662,0.36224786103544016,NA,NA,4,7,2.6666666666666665,2.5,1150,7.048386408721883,1
B15415C,0,3,2,1,NA,1,2,2,2,4,3,3,3,4,5,1,5,5,2,0,6,31,22,1,8,4,0.92,48,4,3,NA,NA,NA,NA,0,2,2,1,0,2,NA,31,22,4,5,0.8131668485835553,0.21748241724011236,0.5153246329118338,NA,NA,NA,3,NA,3.3333333333333335,5,NA,NA,1
B15419G,2,3,2,1,NA,4,2,2,3,2,2,3,3,4,4,2,3,3,2,1,5,31,26,2,9,1,-0.68,32,3,3,NA,NA,-2,NA,2,3,2,1,1,3,NA,31,26,1,2,-0.8507137533464655,-1.1320125413097026,-0.9913631473280841,NA,NA,NA,3,-2,2.3333333333333335,3.5,NA,NA,1
B15420Z,0,2,8,NA,280,6,4,2,2,4,4,3,3,4,4,3,4,4,2,0,5,17,17,1,3,0,NA,29,5,4,NA,5,-2,NA,0,2,2,1,1,1,1,17,17,0,1,NA,-1.385042846037793,NA,NA,NA,NA,4,-2,3.6666666666666665,4,280,5.638354669333745,NA
B15426F,2,2,2,1,NA,4,2,2,2,5,5,3,3,5,3,2,5,3,2,0,7,32,27,1,5,1,NA,55,3,4,NA,3,14,39,2,2,2,1,-1,3,3,32,27,1,2,NA,0.8078864616056565,NA,NA,0.1136193736706991,NA,4,14,4.333333333333333,4,NA,NA,1
B15428H,1,2,2,1,400,5,2,1,2,3,4,3,3,4,2,3,4,3,NA,NA,6,26,21,3,10,1,0.36,52,5,3,NA,5,-2,NA,1,2,1,0,0,1,1,26,21,1,2,0.230808637908048,0.5548561568775662,0.39283239739280706,NA,NA,NA,3,-2,3.3333333333333335,3,400,5.993961427306569,1
B15432D,2,4,1,3,68000,1.2,2,1,4,5,5,3,3,5,4,1,2,5,1,0,6,26,26,1,5,0,0.92,47,5,4,0.41,6,3,NA,2,4,1,0,0,1,0,26,26,0,1,0.8131668485835553,0.13313898233074895,0.4731529154571521,0.36224786103544016,NA,NA,4,3,4.333333333333333,3,68000,11.127277689932466,0
B15433E,3,4,2,1,NA,2,1,1,4,2,2,4,5,5,4,1,2,4,NA,NA,7,25,23,1,5,1,0.84,50,5,0,NA,5,-2,NA,3,4,1,0,-1,1,1,25,23,1,2,0.7299728184870542,0.38616928705883924,0.5580710527729467,NA,NA,NA,0,-2,2.6666666666666665,3,NA,NA,1
B15436H,2,5,2,NA,3579,2,2,2,5,4,3,2,3,4,2,3,5,3,2,2,7,31,27,1,7,2,NA,NA,5,3,0.25,NA,10,35,2,4,2,1,-1,1,NA,31,27,2,3,NA,NA,NA,0.19800002371241296,-0.23639324233158795,-0.019196609309587498,3,10,3,3.5,3579,8.183118079394745,NA
B15438K,3,4,2,1,33000,2,4,2,2,4,4,3,3,5,4,1,2,4,NA,NA,7,30,29,1,5,0,0.92,44,5,2,-0.15,5,24,NA,3,2,2,1,-1,1,1,30,29,0,1,0.8131668485835553,-0.11989132239734138,0.34663776309310695,-0.212619569595155,NA,NA,2,24,3.6666666666666665,3,33000,10.404293143019792,1
B15439L,4,2,8,3,19,6,2,1,2,3,3,3,4,1,4,2,5,5,1,1,3,23,23,2,9,0,1,44,3,4,-2.05,2,NA,16,4,2,1,0,3,3,4,23,23,0,1,0.8963608786800562,-0.11989132239734138,0.38823477814135743,-2.1630626378061026,-1.8989531683424514,-2.031007903074277,4,NA,3,4.5,19,2.995732273553991,0
B15440D,1,4,2,1,805,7,2,2,4,4,4,2,3,4,2,2,2,2,2,1,6,32,26,1,1,2,-0.04,47,5,1,0.49,5,17,42,1,4,2,1,0,1,1,32,26,2,3,-0.18516151257445718,0.13313898233074895,-0.026011265121854116,0.44437177969695374,0.3761288356724144,0.41025030768468407,1,17,3.3333333333333335,2,805,6.692083742506628,1
B15441E,2,4,2,1,2570,2,2,2,3,5,4,2,3,5,4,1,2,5,2,2,7,26,26,1,7,0,NA,NA,NA,NA,0.41,3,6,32,2,3,2,1,-1,NA,3,26,26,0,1,NA,NA,NA,0.36224786103544016,-0.49890270433330325,-0.06832742164893155,NA,6,3.6666666666666665,3,2570,7.852050207265889,1
B15443G,1,1,3,NA,0,2,2,1,1,4,4,2,4,4,4,2,4,4,1,0,5,24,21,1,5,1,-1.48,33,3,NA,NA,NA,-2,NA,1,1,1,0,1,3,NA,24,21,1,2,-1.6826540543114756,-1.0476691064003392,-1.3651615803559074,NA,NA,NA,NA,-2,3.3333333333333335,4,0,0,NA
B15445J,3,5,2,1,62000,2,2,1,5,2,2,4,4,5,4,1,4,4,1,3,5,19,19,1,6,0,1,36,3,4,NA,NA,-2,NA,3,4,1,0,1,3,NA,19,19,0,1,0.8963608786800562,-0.7946388016722489,0.050861038503903666,NA,NA,NA,4,-2,2.6666666666666665,4,62000,11.034905792929415,1
B15449N,2,4,2,1,4500,2,2,1,4,4,4,2,2,4,4,4,4,4,1,2,5,37,33,1,5,1,-0.44,47,3,3,NA,3,-2,NA,2,4,1,0,1,3,3,37,33,1,2,-0.6011316630569623,0.13313898233074895,-0.23399634036310668,NA,NA,NA,3,-2,3.3333333333333335,4,4500,8.412054873292933,1
